Art.code;Omschrijving;Brutoprijs;Korting;Nettoprijs;Per;Eenheid;Groepcode;Art.Fab.;Fabrikant;Type rooster;Breedte
306232;SLUITKOM AXA LS INBOUW SKG* ZAMAC  74X30MM TBV 3318/3319/3320;17.04;;8.52;1;st;1143;33199764E;AXA;;
306233;SLUITKOM AXA RS INBOUW SKG* ZAMAC  74X30MM TBV 3318/3319/3320;17.04;;8.52;1;st;1143;33198764E;AXA;;
306234;RAAMSLUITING AXA RS 3302 F1  ZONDER NOK;9.56;;4.59;1;st;1141;33023091E;AXA;;
306235;RAAMSLUITING AXA LS 3302 F1  ZONDER NOK;9.56;;4.59;1;st;1141;33024091E;AXA;;
306236;RAAMSLUITING AXA RS 3302 F1  MET NOK;9.56;;4.59;1;st;1141;33023191E;AXA;;
306237;RAAMSLUITING AXA LS 3302 F1  MET NOK;9.56;;4.59;1;st;1141;33024191E;AXA;;
306238;RAAMSLUITING AXA RS 3308 F1  MET NOK/DRUKKNOP;19.66;;9.44;1;st;1141;33083191E;AXA;;
306239;RAAMSLUITING AXA LS 3308 F1  MET NOK/DRUKKNOP;19.66;;9.44;1;st;1141;33084191E;AXA;;
306240;RAAMSLUITING AXA RS 3320 SKG* F1 AFSL.  MET NOK/ DRUKKNOP/BREDE OPBOUWKOM;38.20;;18.34;1;st;1141;332051916;AXA;;
306242;RAAMSLUITING AXA LS 3320 SKG* F1 AFSL.  MET NOK/DRUKKNOP BREDE OPBOUWKOM;38.20;;18.34;1;st;1141;332061916;AXA;;
306244;RAAMSLUITING AXA RS 3320 SKG* F1 AFSL.  MET NOK/ DRUKKNOP/SLUITHAAK (BINNENDR.);38.43;;18.45;1;st;1141;332071916;AXA;;
306246;RAAMSLUITING AXA LS 3320 SKG* F1 AFSL.  MET NOK/ DRUKKNOP/SLUITHAAK (BINNENDR.);38.43;;18.45;1;st;1141;332081916;AXA;;
306248;RAAMSLUITING AXA RS 3318 F1  MET NOK/ DRUKKNOP/BREDE OPBOUWKOM;31.80;;15.26;1;st;1141;331851916;AXA;;
306249;RAAMSLUITING AXA LS 3318 F1  MET NOK/ DRUKKNOP/BREDE OPBOUWKOM;31.80;;15.26;1;st;1141;331861916;AXA;;
306250;RAAMSLUITING AXA RS 3319 SKG* F1 AFSL.  MET NOK/CILINDER/INBOUWKOM;42.05;;20.18;1;st;1141;331931916;AXA;;
306251;RAAMSLUITING AXA LS 3319 SKG* F1 AFSL.  MET NOK/CILINDER/INBOUWKOM;42.05;;20.18;1;st;1141;331941916;AXA;;
306252;RAAMSLUITING AXA RS 3319 SKG* F1 AFSL.  MET NOK/CILINDER BREDE OPBOUWKOM;37.74;;18.12;1;st;1141;331951916;AXA;;
306253;RAAMSLUITING AXA LS 3319 SKG* F1 AFSL.  MET NOK/CILINDER/BREDE OPBOUWKOM;37.74;;18.12;1;st;1141;331961916;AXA;;
306254;RAAMSLUITING AXA RS 3319 SKG* F1 AFSL.  MET NOK/CILINDER/SLUITHAAK (BINNENDR.);42.51;;20.40;1;st;1141;33197191GE;AXA;;
306255;RAAMSLUITING AXA LS 3319 SKG* F1 AFSL.  MET NOK/CILINDER/SLUITHAAK (BINNENDR.);42.51;;20.40;1;st;1141;33198191GE;AXA;;
306256;RAAMSLUITING AXA RS 3319 SKG* F1 AFSL.  MET NOK/CILINDER/SMALLE OPBOUWKOM;37.74;;18.12;1;st;1141;331952916;AXA;;
306257;RAAMSLUITING AXA LS 3319 SKG* F1 AFSL.  MET NOK/CILINDER/SMALLE OPBOUWKOM;37.74;;18.12;1;st;1141;331962916;AXA;;
306270;RAAMSLUITING AXA RS 3308 F1  ZONDER NOK MET DRUKKNOP;20.40;;9.79;1;st;1141;33083091E;AXA;;
306271;RAAMSLUITING AXA LS 3308  F1  ZONDER NOK MET DRUKKNOP;20.40;;9.79;1;st;1141;33084091E;AXA;;
306280;RAAMSLUITING AXA RS 3329 SKG* F1 AFSL.  MET NOK/CILINDER/BREDE OPBOUWKOM;46.33;;22.24;1;st;1141;33295191GE;AXA;;
306281;RAAMSLUITING AXA LS 3329 SKG* F1 AFSL.  MET NOK/CILINDER/BREDE OPBOUWKOM;46.33;;22.24;1;st;1141;33296191GE;AXA;;
306282;RAAMSLUITING AXA RS 3329 SKG* ZWART AFSL  MET NOK/CILINDER/BREDE OPBOUWKOM;56.81;;27.27;1;st;1141;33295138GE;AXA;;
306283;RAAMSLUITING AXA LS 3329 SKG* ZWART AFSL  MET NOK/CILINDER/BREDE OPBOUWKOM;56.81;;27.27;1;st;1141;33296138GE;AXA;;
306296;COMBI RAAMSLUITING AXA 3355 SKG** RVS  RECHTS (DIN LS 3) OYSTER;120.97;;60.48;1;st;1141;33551581L;AXA;;
306297;COMBI RAAMSLUITING AXA 3355 SKG** RVS  LINKS (DIN RS 4) OYSTER;120.97;;60.48;1;st;1141;33551581R;AXA;;
306451;KNOPKRUK AMI 166 F1 DD51-58  VERKROPT 46X97MM;60.30;;30.15;1;st;212;0000199754;AMI;;
306460;VASTE KNOP HOPPE TBV VH-SCHILD  31G/M12 F1;36.17;;16.28;1;st;2112;2474461;HOPPE;;
306461;VASTE KNOP HOPPE TBV VH-SCHILD  58/M12 F1;29.80;;13.41;1;st;2112;3738924;HOPPE;;
306462;VASTE KNOP HOPPE TBV VH-SCHILD  61G/M12 F1;13.19;;5.94;1;st;2112;654635;HOPPE;;
306464;VASTE KNOP HOPPE TBV VH-SCHILD  86G/M12 F1;13.19;;5.94;1;st;2112;809431;HOPPE;;
306465;VASTE KNOP HOPPE TBV VH-SCHILD  50/M12 F1;27.57;;12.41;1;st;2112;2601483;HOPPE;;
306468;DEURKRUK HOPPE AMSTERDAM  1400 F1 KRUKPAAR DD35-45 SNELSTIFT;30.94;;13.92;1;st;211;3388590;HOPPE;;
306469;DEURKRUK HOPPE AMSTERDAM  1400 F1 GATDEEL SNELSTIFT;15.48;;6.97;1;st;211;3277144;HOPPE;;
306471;DEURKRUK HOPPE ATLANTA  1530 F1 KRUKPAAR DD35-45 SNELSTIFT;18.02;;8.11;1;st;211;2818754;HOPPE;;
306472;DEURKRUK HOPPE ATLANTA  1530 F1 GATDEEL SNELSTIFT;9.03;;4.06;1;st;211;3173388;HOPPE;;
306476;DEURKRUK HOPPE VITORIA  1515 F1 GATDEEL SNELSTIFT;10.47;;4.71;1;st;211;3249240;HOPPE;;
306479;DEURKRUK HOPPE MARSEILLE  1138 F1 KRUKPAAR DD35-45 SNELSTIFT;24.94;;11.22;1;st;211;2818439;HOPPE;;
306480;DEURKRUK HOPPE MARSEILLE  1138 F1 GATDEEL SNELSTIFT;12.48;;5.62;1;st;211;3169813;HOPPE;;
306482;KNOPKRUK HOPPE ROND Ø 50MM  58 F1 STIFTDEEL SNELSTIFT DD38-40MM;29.80;;13.41;1;st;212;2924531;HOPPE;;
306483;KNOPKRUK HOPPE ROND Ø 50MM  58 F1 GATDEEL PROFIELSTIFT;29.80;;13.41;1;st;212;6056436;HOPPE;;
306484;VASTE KNOP HOPPE TBV VH-SCHILD  33/M12 F1;16.07;;7.23;1;st;2112;2601336;HOPPE;;
306485;ROLLUIKKRUK HOPPE F1  STIFTDEEL TBV ROLLUIK DD39-58;10.01;;4.50;1;st;211;6457485;HOPPE;;
306486;DEURKRUK HOPPE BIRMINGHAM  1117 F1 KRUKPAAR DD35-45 PROFIELSTIFT;11.48;;5.17;1;st;211;2601774;HOPPE;;
306487;DEURKRUK HOPPE BIRMINGHAM  1117 F1 GATDEEL PROFIELSTIFT;5.75;;2.59;1;st;211;2533732;HOPPE;;
306488;ROLLUIKKRUK HOPPE F1  STIFTDEEL TBV ROLLUIK DD49-68;10.01;;4.50;1;st;211;2701855;HOPPE;;
306489;DEURKRUK HOPPE BONN  150L F1 KRUKPAAR DD35-45 SNELSTIFT;30.94;;13.92;1;st;211;3388434;HOPPE;;
306490;DEURKRUK HOPPE BONN  150L F1 GATDEEL SNELSTIFT;17.20;;7.74;1;st;211;3388418;HOPPE;;
306491;ROLLUIKKRUK HOPPE ZWART  STIFTDEEL TBV ROLLUIK STIFT 8X150MM;23.35;;10.51;1;st;211;12345106;HOPPE;;
306492;DEURKRUK HOPPE TOKYO  1710 F1 KRUKPAAR DD58-62 SNELSTIFT;18.85;;8.48;1;st;211;2826316;HOPPE;;
306495;DEURKRUK HOPPE LONDON  113 F1 KRUKPAAR DD50-60 PROFIELSTIFT;16.22;;7.30;1;st;211;760602;HOPPE;;
306496;DEURKRUK HOPPE PARIS  138L F1 KRUKPAAR DD55-65 SNELSTIFT;32.93;;14.82;1;st;211;3397293;HOPPE;;
306497;DEURKRUK HOPPE LONDON  113 F1 KRUKPAAR DD70-80 PROFIELSTIFT;17.32;;7.79;1;st;211;764259;HOPPE;;
306498;DEURKRUK HOPPE TOKYO  1710 F1 KRUKPAAR DD38-42 SNELSTIFT;16.65;;7.49;1;st;211;2826201;HOPPE;;
306499;DEURKRUK HOPPE TOKYO  1710 F1 GATDEEL SNELSTIFT;8.32;;3.74;1;st;211;3174276;HOPPE;;
306500;DEURKRUK HOPPE VERONA  1510 F1 KRUKPAAR DD35-45 SNELSTIFT;23.32;;10.49;1;st;211;2799952;HOPPE;;
306501;DEURKRUK HOPPE VERONA  1510 F1 GATDEEL SNELSTIFT;11.66;;5.25;1;st;211;3257784;HOPPE;;
306504;DEURKRUK HOPPE LONDON  113 F1 KRUKPAAR DD35-45 PROFIELSTIFT;13.98;;6.29;1;st;211;550180;HOPPE;;
306505;DEURKRUK HOPPE LONDON  113 F1 GATDEEL PROFIELSTIFT;7.01;;3.15;1;st;211;651337;HOPPE;;
306506;DEURKRUK HOPPE PARIS  138L F1 KRUKPAAR DD35-45 SNELSTIFT;30.94;;13.92;1;st;211;3396961;HOPPE;;
306507;DEURKRUK HOPPE PARIS  138L F1 GATDEEL SNELSTIFT;15.48;;6.97;1;st;211;3275966;HOPPE;;
306508;KNOPKRUK HOPPE EI-MODEL  33 F1 GATDEEL PROFIELSTIFT;16.07;;7.23;1;st;212;565467;HOPPE;;
306509;KNOPKRUK HOPPE KOGEL-MODEL  50 F1 GATDEEL PROFIELSTIFT;30.54;;13.74;1;st;212;8099541;HOPPE;;
306512;DEURKRUK HOPPE STOCKHOLM  1140 F1 GATDEEL SNELSTIFT;10.47;;4.71;1;st;211;3169910;HOPPE;;
306513;DEURKRUK HOPPE STOCKHOLM  1140 F1 KRUKPAAR DD35-45 SNELSTIFT;20.99;;9.45;1;st;211;2818703;HOPPE;;
306515;DEURKRUK HOPPE NEWYORK  1810 F1 GATDEEL SNELSTIFT;6.79;;3.06;1;st;211;3280714;HOPPE;;
306516;DEURKRUK HOPPE DALLAS  1643 F1 GATDEEL SNELSTIFT;27.30;;12.28;1;st;211;3707562;HOPPE;;
306531;VASTE KNOP HOPPE OP ROZET KOGEL-MODEL  50/50 F1;41.34;;18.60;1;st;2112;8099582;HOPPE;;
306534;KNOPGARN. HOPPE MET BLIND TEGENROZET  58/42KV/42KV F1 DD37-42 VAST/ BLIND;54.50;;24.52;1;st;2112;3782183;HOPPE;;
306536;KNOPGARN. HOPPE MET KRUK TEGENROZET  58/42KV/42KV F1 DD37-42 TBV. SNELSTIFT;53.09;;23.89;1;st;2123;3870440;HOPPE;;
306540;KRUKROZETTEN HOPPE ROND  42KV F1 DD37-42 52MM;13.10;;5.89;1;st;216;2800511;HOPPE;;
306542;CILINDERROZETTEN HOPPE PC ROND  42KVS F1 DD37-42 Ø52MM;12.48;;5.62;1;st;216;817306;HOPPE;;
306543;SLEUTELROZETTEN HOPPE ROND  42KVS F1 DD37-42 Ø52MM;13.10;;5.89;1;st;216;817214;HOPPE;;
306544;BLINDROZETTEN HOPPE ROND  42KVS F1 DD37-42 Ø52MM;12.48;;5.62;1;st;216;6986244;HOPPE;;
306545;TOILETROZETTEN HOPPE ROND STIFT 8  42KVS F1 DD37-42 Ø52MM;27.57;;12.41;1;st;216;817337;HOPPE;;
306546;CILINDERROZETTEN HOPPE PC/BLIND ROND  42KVS F1 DD37-42 Ø52MM;12.48;;5.62;1;st;216;10798626;HOPPE;;
306547;KRUKROZETTEN HOPPE VIERKANT  52KV F1 52MM DD37-42;14.54;;6.54;1;st;216;3892391;HOPPE;;
306548;CILINDERROZETTEN HOPPE VIERKANT  52KVS F1 52MM DD37-42;14.54;;6.54;1;st;216;3629947;HOPPE;;
306549;SLEUTELROZETTEN HOPPE VIERKANT  52KVS F1 52MM DD37-42;14.54;;6.54;1;st;216;3629787;HOPPE;;
306550;BLINDROZETTEN HOPPE VIERKANT  52KVS F1 52MM DD37-42;14.54;;6.54;1;st;216;3892294;HOPPE;;
306551;TOILETROZETTEN HOPPE VIERKANT  52KVS F1 52MM DD37-42 STIFT 8;30.54;;13.74;1;st;216;3630016;HOPPE;;
306552;PATENTROZETTEN HOPPE  24P F1 82X36MM RECHT;7.16;;3.22;1;st;216;6592505;HOPPE;;
306560;KORTSCHILDEN HOPPE GEHEEL BLIND  378 F1 185X42MM RECHT;9.64;;4.34;1;st;215;6175459;HOPPE;;
306561;KORTSCHILDEN HOPPE ALLEEN SLG56  378 F1 185X42MM RECHT;9.64;;4.34;1;st;215;6352850;HOPPE;;
306562;KORTSCHILDEN HOPPE ALLEEN PC55  378 F1 185X42MM RECHT;9.64;;4.34;1;st;215;6352900;HOPPE;;
306565;KORTSCHILDEN HOPPE LOOP  378 F1 185X42MM RECHT;9.64;;4.34;1;st;215;6175228;HOPPE;;
306566;KORTSCHILDEN HOPPE SLG56  378 F1 185X42MM RECHT;9.64;;4.34;1;st;215;6175368;HOPPE;;
306568;KORTSCHILDEN HOPPE PC55  378 F1 185X42MM RECHT;9.64;;4.34;1;st;215;6175244;HOPPE;;
306569;KORTSCHILDEN HOPPE PC72  378 F1 185X42MM RECHT;9.64;;4.34;1;st;215;6175277;HOPPE;;
306571;KORTSCHILDEN HOPPE WC55/8  378 F1 185X42MM RECHT;16.83;;7.57;1;st;215;6176176;HOPPE;;
306572;KORTSCHILDEN HOPPE WC63/8  378 F1 185X42MM RECHT;16.83;;7.57;1;st;215;6176093;HOPPE;;
306573;KORTSCHILDEN HOPPE WC72/8  378 F1 185X42MM RECHT;16.83;;7.57;1;st;215;6175921;HOPPE;;
306585;KNOPSCHILD HOPPE BLIND  54/378 F1 185X42MM RECHT;22.03;;9.91;1;st;213;6235253;HOPPE;;
306586;KNOPSCHILD HOPPE SLG56  54/378 F1 185X42MM RECHT;22.03;;9.91;1;st;213;6225759;HOPPE;;
306587;KNOPSCHILD HOPPE PC55  54/378 F1 185X42MM RECHT;22.03;;9.91;1;st;213;6175624;HOPPE;;
306588;KNOPSCHILD HOPPE PC72  54/378 F1 185X42MM RECHT;22.03;;9.91;1;st;213;6175491;HOPPE;;
306590;KORTSCHILDEN HOPPE GEHEEL BLIND  202KP F1 165X42MM RECHT;9.09;;4.09;1;st;215;6162366;HOPPE;;
306591;KORTSCHILDEN HOPPE ALLEEN SLG56  202KP F1 165X42MM RECHT;9.09;;4.09;1;st;215;6163000;HOPPE;;
306592;KORTSCHILDEN HOPPE ALLEEN PC55  202KP F1 165X42MM RECHT;9.09;;4.09;1;st;215;6286405;HOPPE;;
306595;KORTSCHILDEN HOPPE LOOP  202KP F1 165X42MM RECHT;9.09;;4.09;1;st;215;717927;HOPPE;;
306596;KORTSCHILDEN HOPPE SLG56  202KP F1 165X42MM RECHT;9.09;;4.09;1;st;215;6162226;HOPPE;;
306598;KORTSCHILDEN HOPPE PC55  202KP F1 165X42MM RECHT;9.09;;4.09;1;st;215;6162192;HOPPE;;
306599;KORTSCHILDEN HOPPE PC72  202KP F1 165X42MM RECHT;9.09;;4.09;1;st;215;6162150;HOPPE;;
306600;KORTSCHILDEN HOPPE WC55/8  202KP F1 165X42MM RECHT;16.83;;7.57;1;st;215;6165591;HOPPE;;
306601;KORTSCHILDEN HOPPE WC57/5  202KP F1 165X42MM RECHT;16.83;;7.57;1;st;215;6165930;HOPPE;;
306602;KORTSCHILDEN HOPPE WC63/8  202KP F1 165X42MM RECHT;16.83;;7.57;1;st;215;6165468;HOPPE;;
306603;KORTSCHILDEN HOPPE WC72/8  202KP F1 165X42MM RECHT;16.83;;7.57;1;st;215;6165971;HOPPE;;
306605;KNOPSCHILD HOPPE BLIND  40/202KP F1 165X42MM RECHT;19.55;;8.80;1;st;213;6304182;HOPPE;;
306606;KNOPSCHILD HOPPE SLG56  40/202KP F1 165X42MM RECHT;19.55;;8.80;1;st;213;6163539;HOPPE;;
306607;KNOPSCHILD HOPPE PC55  40/202KP F1 165X42MM RECHT;19.55;;8.80;1;st;213;6163505;HOPPE;;
306608;KNOPSCHILD HOPPE PC72  40/202KP F1 165X42MM RECHT;19.55;;8.80;1;st;213;6354187;HOPPE;;
306610;DEURBESLAG HOPPE KORTSCHILD LOOP  1107/378L F1 185X42MM DD30-49 PROFIELST.;19.37;;8.72;1;st;217;3989969;HOPPE;;
306611;DEURBESLAG HOPPE KORTSCHILD SLG56  1107/378L F1 185X42MM DD30-49 PROFIELST.;19.37;;8.72;1;st;217;3989985;HOPPE;;
306612;DEURBESLAG HOPPE KORTSCHILD PC55  1107/378L F1 185X42MM DD30-49 PROFIELST.;19.37;;8.72;1;st;217;3989977;HOPPE;;
306617;DEURBESLAG HOPPE KORTSCHILD WC63/8  1107/378L F1 185X42MM DD30-49 PROFIELST.;26.59;;11.97;1;st;217;3989993;HOPPE;;
306623;VH KRUKROZET HOPPE ROND MASSIEF  46NA/46-1 F1 Ø55MM DD38-43 / 53-58;68.85;;30.98;1;st;216;10818931;HOPPE;;
306625;VH CILINDERROZET HOPPE ROND  46NSA/46-1S F1 Ø55MM DD38-43 / 53-58 ***;48.20;;21.69;1;st;219;3858512;HOPPE;;
306626;VH CILINDERROZET HOPPE ROND/BINNEN BLIND  46NSA/46-1S F1 Ø55MM DD38-43 / 53-58 ***;62.64;;28.19;1;st;219;3938563;HOPPE;;
306630;LANGSCHILDEN HOPPE GEHEEL BLIND  202SP-2 F1 215X40MM RECHT;9.64;;4.34;1;st;214;2688507;HOPPE;;
306631;LANGSCHILDEN HOPPE ALLEEN SLG56  202SP-2 F1 215X40MM RECHT;9.64;;4.34;1;st;214;2690914;HOPPE;;
306632;LANGSCHILDEN RECHT ALLEEN PC55 RECHT  202SP-2 F1 / 215X40MM;7.01;;3.15;1;st;214;2690922;HOPPE;;
306635;LANGSCHILDEN HOPPE BLIND  202SP-2 F1 215X40MM RECHT;9.64;;4.34;1;st;214;2690949;HOPPE;;
306636;LANGSCHILDEN HOPPE SLG56  202SP-2 F1 215X40MM RECHT;9.64;;4.34;1;st;214;2690957;HOPPE;;
306637;LANGSCHILDEN HOPPE SLG72  202SP-2 F1 215X40MM RECHT;9.64;;4.34;1;st;214;3035436;HOPPE;;
306638;LANGSCHILDEN HOPPE PC55  202SP-2 F1 215X40MM RECHT;9.64;;4.34;1;st;214;2690965;HOPPE;;
306639;LANGSCHILDEN HOPPE PC72  202SP-2 F1 215X40MM RECHT;9.64;;4.34;1;st;214;2690973;HOPPE;;
306643;LANGSCHILDEN HOPPE WC63/8  202SP-2 F1 215X40MM RECHT;16.83;;7.57;1;st;214;2691028;HOPPE;;
306644;LANGSCHILDEN HOPPE WC72/8  202SP-2 F1 215X40MM RECHT;16.83;;7.57;1;st;214;2691167;HOPPE;;
306650;KNOPSCHILD HOPPE BLIND  54/202SP-2 F1 215X40MM RECHT;29.19;;13.14;1;st;213;2630815;HOPPE;;
306651;KNOPSCHILD RECHT SLG56  54/202SP-2 F1 215X40MM RECHT;29.19;;13.14;1;st;213;2630874;HOPPE;;
306653;KNOPSCHILD HOPPE PC55  54/202SP-2 F1 215X40MM RECHT;29.19;;13.14;1;st;213;2630866;HOPPE;;
306654;KNOPSCHILD HOPPE PC72  54/202SP-2 F1 215X40MM RECHT;29.19;;13.14;1;st;213;2686350;HOPPE;;
306660;LANGSCHILDEN HOPPE GEHEEL BLIND  273P F1 240X46MM OVAAL;12.58;;5.66;1;st;214;2283315;HOPPE;;
306661;LANGSCHILDEN HOPPE ALLEEN SLG56  273P F1 240X46MM OVAAL;12.58;;5.66;1;st;214;2691378;HOPPE;;
306662;LANGSCHILDEN HOPPE ALLEEN PC55  273P F1 240X46MM OVAAL;13.95;;6.28;1;st;214;2691407;HOPPE;;
306665;LANGSCHILDEN HOPPE LOOP  273P F1 240X46MM OVAAL;12.58;;5.66;1;st;214;2904222;HOPPE;;
306666;LANGSCHILDEN HOPPE SLG56  273P F1 240X46MM OVAAL;13.95;;6.28;1;st;214;2911684;HOPPE;;
306668;LANGSCHILDEN HOPPE PC55  273P F1 240X46MM OVAAL;12.58;;5.66;1;st;214;2911692;HOPPE;;
306669;LANGSCHILDEN HOPPE PC72  273P F1 240X46MM OVAAL;12.58;;5.66;1;st;214;2800239;HOPPE;;
306673;LANGSCHILDEN HOPPE WC63/8  273P F1 240X46MM OVAAL;27.02;;12.16;1;st;214;3289305;HOPPE;;
306674;LANGSCHILDEN HOPPE WC72/8  273P F1 240X46MM OVAAL;27.02;;12.16;1;st;214;3509751;HOPPE;;
306680;KNOPSCHILD HOPPE BLIND  53/273P F1 240X46MM OVAAL;28.95;;13.03;1;st;213;3061263;HOPPE;;
306681;KNOPSCHILD HOPPE SLG56  53/273P F1 240X46MM OVAAL;28.95;;13.03;1;st;213;3061520;HOPPE;;
306683;KNOPSCHILD HOPPE PC55  53/273P F1 240X46MM OVAAL;28.95;;13.03;1;st;213;3061386;HOPPE;;
306684;KNOPSCHILD HOPPE PC72  53/273P F1 240X46MM OVAAL;28.95;;13.03;1;st;213;3060965;HOPPE;;
306698;BRIEFPLAAT HOPPE TUIMELKLEP RECHT  403 F1 ONGEVEERD M5X40 + M5X55;42.38;;19.07;1;st;281;523146;HOPPE;;
306699;BRIEFPLAAT HOPPE TUIMELKLEP AFGEROND  454 F1 ONGEVEERD M5X40 + M5X55;46.51;;20.93;1;st;281;6896377;HOPPE;;
306700;BRIEFPLAAT HOPPE TUIMELKLEP RECHT  403 F1 GEVEERD M5X40 + M5X55;44.34;;19.95;1;st;281;6893887;HOPPE;;
306701;BRIEFPLAAT HOPPE TUIMELKLEP AFGEROND  454 F1 GEVEERD M5X40 + M5X55;49.45;;22.25;1;st;281;8001174;HOPPE;;
306702;BRIEFPLAAT HOPPE TUIMELKLEP RECHT  403 ZWART GEVEERD M5X40 + M5X55;52.02;;23.41;1;st;281;11844930;HOPPE;;
306703;BRIEFPLAAT HOPPE TUIMELKLEP AFGEROND  454 ZWART GEVEERD M5X40 + M5X55;57.99;;26.10;1;st;281;11844985;HOPPE;;
306705;BRIEFPLAAT HOPPE TUIMELKLEP AFGEROND  454 F9 GEVEERD M5X40 + M5X55;60.31;;27.14;1;st;281;3127138;HOPPE;;
306760;KNOPSCHILD HOPPE BLIND  53/273KP F1 180X46MM OVAAL;27.42;;12.34;1;st;213;3202302;HOPPE;;
306761;KNOPSCHILD HOPPE SLG56  53/273KP F1 180X46MM OVAAL;31.18;;14.03;1;st;213;3201174;HOPPE;;
306763;KNOPSCHILD HOPPE PC55  53/273KP F1 180X46MM OVAAL;31.18;;14.03;1;st;213;3201297;HOPPE;;
306764;KNOPSCHILD HOPPE PC72  53/273KP F1 180X46MM OVAAL;31.18;;14.03;1;st;213;3345910;HOPPE;;
306770;KORTSCHILDEN HOPPE GEHEEL BLIND  300K F1 160X38MM OVAAL;42.72;;19.22;1;st;215;6347397;HOPPE;;
306771;KORTSCHILDEN HOPPE ALLEEN SLG56  300K F1 160X38MM OVAAL;42.72;;19.22;1;st;215;6347488;HOPPE;;
306776;KORTSCHILDEN HOPPE LOOP  300K F1 160X38MM OVAAL;42.72;;19.22;1;st;215;836864;HOPPE;;
306777;KORTSCHILDEN HOPPE SLG56  300K F1 160X38MM OVAAL;42.72;;19.22;1;st;215;6347694;HOPPE;;
306779;KORTSCHILDEN HOPPE PC55  300K F1 160X38MM OVAAL;42.72;;19.22;1;st;215;6347413;HOPPE;;
306780;KORTSCHILDEN HOPPE PC72  300K F1 160X38MM OVAAL;42.72;;19.22;1;st;215;6347769;HOPPE;;
306782;KORTSCHILDEN HOPPE WC63/8  300K F1 160X38MM OVAAL;58.72;;26.42;1;st;215;6348478;HOPPE;;
306784;KORTSCHILDEN HOPPE WC72/8  300K F1 160X38MM OVAAL;58.72;;26.42;1;st;215;6348494;HOPPE;;
306786;KNOPSCHILD HOPPE BLIND  58/300K F1 160X38MM OVAAL;38.53;;17.34;1;st;213;6347256;HOPPE;;
306788;KNOPSCHILD HOPPE SLG56  58/300K F1 160X38MM OVAAL;39.66;;17.85;1;st;213;6346993;HOPPE;;
306792;KNOPSCHILD HOPPE PC55  58/300K F1 160X38MM OVAAL;39.66;;17.85;1;st;213;6347165;HOPPE;;
306794;KNOPSCHILD HOPPE PC72  58/300K F1 160X38MM OVAAL;39.66;;17.85;1;st;213;6347223;HOPPE;;
307003;LUIKVASTZETTER ZWART  ZGN HERDERINKOPJE;15.45;;10.04;1;st;1182;08116001;ARGENTA;;
307004;VH CILINDERROZET HOPPE RECHT KT ***  27NSB-ZA/27S F1 50X115 DD38-43/53-58 ***;70.41;;31.68;1;st;219;3858011;HOPPE;;
307006;VH CILINDERROZET HOPPE ROND KT ***  46NSB-ZA/46S F1 Ø55MM DD38-43/53-58 ***;70.41;;31.68;1;st;219;3858299;HOPPE;;
307120;DEURBESLAG HOPPE ROZET ROND LOOP  1515Z/42KV F1 Ø52MM DD37-42 SNELSTIFT;25.61;;11.52;1;st;2123;2810744;HOPPE;;
307140;DEURBESLAG HOPPE KORTSCHILD LOOP  1710/273KP F1 180X46MM DD37-42 SNELSTIFT;21.21;;9.54;1;st;217;3060359;HOPPE;;
307143;DEURBESLAG HOPPE KORTSCHILD PC55  1710/273KP F1 180X46MM DD37-42 SNELSTIFT;21.21;;9.54;1;st;217;3060498;HOPPE;;
307147;DEURBESLAG HOPPE KORTSCHILD WC63/8  1710/273KP F1 180X46MM DD37-42 SNELSTIFT;34.21;;15.39;1;st;217;3060826;HOPPE;;
307170;DEURBESLAG HOPPE ROZET ROND LOOP  1138Z/42KV F1 Ø52MM DD37-42 SNELSTIFT;29.62;;13.33;1;st;2123;2808142;HOPPE;;
307173;DEURBESLAG HOPPE ROZET ROND WC/8  1138Z/42KV F1 Ø52MM DD37-42 SNELSTIFT;48.68;;21.91;1;st;2123;2808329;HOPPE;;
307280;DEURBESLAG HOPPE LANGSCHILD LOOP  1117/202SP F1 215X40MM DD37-47 PROFIELS.;18.42;;8.29;1;st;217;2620502;HOPPE;;
307281;DEURBESLAG HOPPE LANGSCHILD SLG56  1117/202SP F1 215X40MM DD37-47 PROFIELS.;20.84;;9.38;1;st;217;2620490;HOPPE;;
307283;DEURBESLAG HOPPE LANGSCHILD PC55  1117/202SP F1 215X40MM DD37-47 PROFIELS.;18.42;;8.29;1;st;217;2620473;HOPPE;;
307284;DEURBESLAG HOPPE LANGSCHILD PC72  1117/202SP F1 215X40MM DD37-47 PROFIELS.;18.42;;8.29;1;st;217;2643721;HOPPE;;
307287;DEURBESLAG HOPPE LANGSCHILD WC63/8  1117/202SP F1 215X40MM DD37-42 PROFIELS.;25.61;;11.52;1;st;217;2620511;HOPPE;;
307290;KORTSCHILDEN HOPPE AFGEROND GEHEEL BLIND  398 F1 185X38MM;7.99;;3.60;1;st;215;6416861;HOPPE;;
307292;KORTSCHILDEN HOPPE AFGEROND ALLEEN SLG56  398 F1 185X38MM;7.99;;3.60;1;st;215;6417505;HOPPE;;
307296;KORTSCHILDEN HOPPE AFGEROND BLIND  398 F1 185X38MM;7.99;;3.60;1;st;215;6416960;HOPPE;;
